Locus_Tag,Recovery_6hours_vs_naive_ratio,Recovery_6hours_vs_naive_FDR,Recovery_6hours_vs_naive_significance,Recovery_6hours_vs_initial_encounter_ratio,Recovery_6hours_vs_initial_encounter_FDR,Recovery_6hours_vs_initial_encounter_significance,Recovery_10hours_vs_recovery_6hours_ratio,Recovery_10hours_vs_recovery_6hours_FDR,Recovery_10hours_vs_recovery_6hours_significance,Recovery_10hours_vs_initial_encounter_ratio,Recovery_10hours_vs_initial_encounter_FDR,Recovery_10hours_vs_initial_encounter_significance,Recovery_15hours_vs_recovery_6hours_ratio,Recovery_15hours_vs_recovery_6hours_FDR,Recovery_15hours_vs_6hours_significance,Recovery_15hours_vs_initial_encounter_significance,Recovery_15hours_vs_initial_encounter_FDR,Recovery_15hours_vs_initial_encounter_significance,Locus Tag,Direction,McLean_product,NcLean_KEGG,McLean_COG,McLean_transport_group,Alternative_locus_tag,Genbank_RefSeq,Genbank_RefSeq_protein_id,Genbank_RefSeq_product,Genbank_RefSeq_EC,Genbank,Genbank_protein_id,Genbank_product,Genbank_EC,Prokka_id,Prokka_product,Prokka_gene_name,Prokka_EC,PATRIC_id,PATRIC_product,PATRIC_EC,PATRIC_class,Seed_id,Seed_product,Seed_EC,eggNog_product,eggNog_gene_name,eggNog_EC,eggNog_KEGG,eggNog_KEGG_pathway,eggNog_KEGG_module,eggNog_KEGG_reaction,eggNog_KEGG_rclass,eggNog_COG,eggNog_GO,Uniprot_id,Uniprot_product,Uniprot_gene_name,Uniprot_EC,Uniprot_GO_IDs,Uniprot_GO_names,Uniprot_subcellular_location ,Uniprot_Transmembrane,Locus_Tag,,Locus Tag,Recovery15_vs_initial_ratio,Recovery15_vs_initial_FDR,Recovery15_vs_initial_call
APY09_01445,-3.12,2.18E-03,decreased,0.15,8.64E-01,no,-0.09,9.97E-01,no,0.06,9.51E-01,no,-0.10,9.76E-01,no,0.05,9.54E-01,no,APY09_01445,reverse,hypothetical protein,"K02519,K03832,K15727",P: Inorganic ion transport and metabolism ,,APY09_RS01430,GI:983397297,WP_060565838.1,hypothetical protein,,GI:960431154,KSW13055.1,hypothetical protein,,XH001_00292,hypothetical protein,,,fig|1660.4.peg.297,,,,SEED:fig|1660.5.peg.280,Choline binding protein A,,"Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins",infB,,"K02519,K03832,K15727",,,,,P: Inorganic ion transport and metabolism ,,A0A0V8RYA9,Uncharacterized protein,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 1002..1022;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_01445,,APY09_01445,0.051148329,0.953764356,unchanged
APY09_01450,-3.39,1.06E-04,decreased,-0.76,2.57E-01,no,0.05,9.97E-01,no,-0.71,2.92E-01,no,0.05,9.92E-01,no,-0.71,2.94E-01,no,APY09_01450,forward,exonuclease,"K01142,K01971",L: Replication and repair ,,APY09_RS01435,GI:983397298,WP_060565839.1,exonuclease,,GI:960431155,KSW13056.1,exonuclease,,XH001_00293,Exodeoxyribonuclease III,xthA,3.1.11.2,fig|1660.4.peg.298,Exodeoxyribonuclease III (EC 3.1.11.2),,DNA Processing,SEED:fig|1660.5.peg.281,Exodeoxyribonuclease III (EC 3.1.11.2),3.1.11.2,exodeoxyribonuclease III,xthA,"3.1.11.2,6.5.1.1","K01142,K01971","ko03410,ko03450,",,R00381,RC00005,L: Replication and repair ,,A0A0V8RYB7,Exonuclease,,,GO:0006281; GO:0008853,exodeoxyribonuclease III activity [GO:0008853]; DNA repair [GO:0006281],,,APY09_01450,,APY09_01450,-0.714150897,0.293738011,unchanged
APY09_01455,-2.46,9.52E-04,decreased,0.37,5.42E-01,no,-0.03,9.97E-01,no,0.35,5.69E-01,no,-0.05,9.92E-01,no,0.33,5.93E-01,no,APY09_01455,reverse,penicillin-binding protein,,V:  Defense mechanisms,,APY09_RS01440,GI:983397299,WP_060565840.1,penicillin-binding protein,,GI:960431156,KSW13057.1,penicillin-binding protein,,XH001_00294,Penicillin-binding protein 4*,pbpE,,fig|1660.4.peg.299,,,,SEED:fig|1660.5.peg.282,Beta-lactamase class C and other penicillin binding proteins,,beta-lactamase,,,,,,,,V:  Defense mechanisms,,A0A0V8RYD4,Penicillin-binding protein,,,,,,,APY09_01455,,APY09_01455,0.327394487,0.592723736,unchanged
APY09_01460,-1.91,1.37E-03,decreased,0.14,7.92E-01,no,-0.02,9.97E-01,no,0.12,8.16E-01,no,0.14,9.18E-01,no,0.28,5.88E-01,no,APY09_01460,reverse,TetR family transcriptional regulator,,K: Transcription ,,APY09_RS01445,GI:983397300,WP_060565841.1,TetR family transcriptional regulator,,GI:960431157,KSW13058.1,TetR family transcriptional regulator,,XH001_00295,"Bacterial regulatory proteins, tetR family",,,fig|1660.4.peg.300,,,,SEED:fig|1660.5.peg.283,"Transcriptional regulator, TetR family",,"transcriptional regulator, TetR family",,,,,,,,K: Transcription ,,A0A0V8RYN9,TetR family transcriptional regulator,,,GO:0003677,DNA binding [GO:0003677],,,APY09_01460,,APY09_01460,0.284851531,0.587807062,unchanged
APY09_01465,-3.37,3.02E-04,decreased,0.30,7.06E-01,no,0.16,9.97E-01,no,0.46,5.57E-01,no,0.40,8.27E-01,no,0.70,3.62E-01,no,APY09_01465,reverse,ATP-dependent chaperone ClpB,"K03694,K03695","O: Post-translational modification, protein turnover, chaperone functions ",,APY09_RS01450,GI:983397301,WP_060565842.1,ATP-dependent chaperone ClpB,,GI:960431158,KSW13059.1,ATP-dependent chaperone ClpB,,XH001_00296,Chaperone protein ClpB,clpB,,fig|1660.4.peg.301,ClpB protein,,Protein Processing,SEED:fig|1660.5.peg.284,ClpB protein,,"Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE",clpB,,"K03694,K03695","ko04213,",,,,"O: Post-translational modification, protein turnover, chaperone functions ","GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944",A0A0V8RYF0,Chaperone protein ClpB,clpB,,GO:0005524; GO:0005737; GO:0009408; GO:0019538; GO:0042026,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; protein metabolic process [GO:0019538]; protein refolding [GO:0042026]; response to heat [GO:0009408],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|RuleBase:RU362034, ECO:0000256|SAAS:SAAS00738470}.",,APY09_01465,,APY09_01465,0.699531991,0.362021068,unchanged
APY09_01470,-0.92,3.44E-03,decreased,-0.22,4.53E-01,no,-0.13,9.97E-01,no,-0.35,2.13E-01,no,0.21,7.23E-01,no,-0.02,9.49E-01,no,APY09_01470,reverse,histidine kinase,,S: Function Unknown ,,APY09_RS01455,GI:983397302,WP_060565843.1,histidine kinase,,GI:960431159,KSW13060.1,histidine kinase,,XH001_00297,hypothetical protein,,,fig|1660.4.peg.302,,,,SEED:fig|1660.5.peg.285,hypothetical protein,,Putative bacterial sensory transduction regulator,,,,,,,,S: Function Unknown ,,A0A0V8RYD5,Histidine kinase,,,GO:0016301,kinase activity [GO:0016301],,,APY09_01470,,APY09_01470,-0.020434964,0.948543819,unchanged
APY09_01475,-1.77,7.13E-05,decreased,-0.23,5.37E-01,no,-0.04,9.97E-01,no,-0.28,4.69E-01,no,-0.01,9.92E-01,no,-0.25,5.28E-01,no,APY09_01475,reverse,hypothetical protein,K07148,S: Function Unknown ,,APY09_RS01460,GI:983397303,WP_060565844.1,hypothetical protein,,GI:960431160,KSW13061.1,hypothetical protein,,XH001_00298,hypothetical protein,,,fig|1660.4.peg.303,,,,SEED:fig|1660.5.peg.286,hypothetical protein,,"Psort location CytoplasmicMembrane, score",,,K07148,,,,,S: Function Unknown ,,A0A0V8RYE1,DUF418 domain-containing protein,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 19..37;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 73..90;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 140..170;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 182..204;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 239..259;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 266..287;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 307..327;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 348..370;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 376..396;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_01475,,APY09_01475,-0.248250211,0.527862275,unchanged
APY09_01480,-1.14,3.52E-04,decreased,-0.17,5.44E-01,no,-0.01,9.97E-01,no,-0.18,5.24E-01,no,0.04,9.67E-01,no,-0.14,6.41E-01,no,APY09_01480,reverse,hypothetical protein,,T: Signal Transduction ,,APY09_RS01465,GI:983397304,WP_060565845.1,hypothetical protein,,GI:960431161,KSW13062.1,hypothetical protein,,XH001_00299,hypothetical protein,,,fig|1660.4.peg.304,,,,SEED:fig|1660.5.peg.287,hypothetical protein,,ATPase activity,,,,,,,,T: Signal Transduction ,,A0A0V8RYA4,Uncharacterized protein,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 69..91;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 195..218;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_01480,,APY09_01480,-0.141006911,0.640636507,unchanged
APY09_01485,-1.20,2.20E-03,decreased,-0.10,7.88E-01,no,-0.09,9.97E-01,no,-0.19,5.88E-01,no,-0.22,7.67E-01,no,-0.32,3.56E-01,no,APY09_01485,reverse,hypothetical protein,,T: Signal Transduction ,,APY09_RS01470,GI:983397305,WP_060565846.1,hypothetical protein,,GI:960431162,KSW13063.1,hypothetical protein,,XH001_00300,hypothetical protein,,,fig|1660.4.peg.305,,,,SEED:fig|1660.5.peg.288,hypothetical protein,,ATPase activity,,,,,,,,T: Signal Transduction ,,A0A0V8RYF1,Uncharacterized protein,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 49..76;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 177..199;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_01485,,APY09_01485,-0.319652974,0.356402198,unchanged
APY09_01490,-2.20,1.19E-03,decreased,0.28,6.23E-01,no,-0.10,9.97E-01,no,0.18,7.54E-01,no,-0.05,9.89E-01,no,0.23,6.95E-01,no,APY09_01490,reverse,glutamine amidotransferase,K07009,S: Function Unknown ,,APY09_RS01475,GI:983397306,WP_060565847.1,glutamine amidotransferase,,GI:960431163,KSW13064.1,glutamine amidotransferase,,XH001_00301,cobyric acid synthase,,,fig|1660.4.peg.306,,,,SEED:fig|1660.5.peg.289,Putative amidotransferase similar to cobyric acid synthase,,CobB CobQ-like protein,cobQ,,K07009,,,,,S: Function Unknown ,,A0A0V8RYH7,Glutamine amidotransferase,,,GO:0006541; GO:0009236; GO:0016740,transferase activity [GO:0016740]; cobalamin biosynthetic process [GO:0009236]; glutamine metabolic process [GO:0006541],,,APY09_01490,,APY09_01490,0.232507799,0.695238784,unchanged
APY09_01495,-2.29,1.55E-03,decreased,0.34,5.79E-01,no,-0.04,9.97E-01,no,0.30,6.22E-01,no,-0.06,9.82E-01,no,0.28,6.54E-01,no,APY09_01495,reverse,UDP-N-acetylmuramyl peptide synthase,"K01928,K15792",M: Cell wall/membrane/envelop biogenesis ,,APY09_RS01480,GI:983397892,WP_060566405.1,UDP-N-acetylmuramyl peptide synthase,,GI:960431779,KSW13680.1,UDP-N-acetylmuramyl peptide synthase,,XH001_00302,"UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase",,,fig|1660.4.peg.307,,,,SEED:fig|1660.5.peg.290,proposed amino acid ligase found clustered with an amidotransferase,,Domain of unknown function (DUF1727),murE,"6.3.2.10,6.3.2.13","K01928,K15792","ko00300,ko00550,",,"R02788,R04617","RC00064,RC00090,RC00141",M: Cell wall/membrane/envelop biogenesis ,,A0A0V8S028,UDP-N-acetylmuramyl peptide synthase,,,GO:0005524; GO:0009058,ATP binding [GO:0005524]; biosynthetic process [GO:0009058],,,APY09_01495,,APY09_01495,0.277167117,0.65362473,unchanged
APY09_01500,-2.70,1.48E-03,decreased,0.65,3.34E-01,no,0.03,9.97E-01,no,0.68,3.07E-01,no,0.26,8.90E-01,no,0.91,1.71E-01,no,APY09_01500,reverse,heat-shock protein HspR,K13640,K: Transcription ,,APY09_RS01485,GI:983397307,WP_060565848.1,heat-shock protein HspR,,GI:960431164,KSW13065.1,heat-shock protein HspR,,XH001_00303,Putative heat shock protein HspR,hspR,,fig|1660.4.peg.308,"HspR, transcriptional repressor of DnaK operon",,"Stress Response, Defense, Virulence/ Protein Processing",SEED:fig|1660.5.peg.291,"HspR, transcriptional repressor of DnaK operon",,transcriptional regulator (MerR family),hspR,,K13640,,,,,K: Transcription ,,A0A0V8RYB2,Heat-shock protein HspR,,,GO:0003677; GO:0006355,"DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]",,,APY09_01500,,APY09_01500,0.905512254,0.170812858,unchanged
APY09_01505,-2.59,2.58E-03,decreased,0.68,3.56E-01,no,0.03,9.97E-01,no,0.71,3.34E-01,no,0.19,9.27E-01,no,0.87,2.29E-01,no,APY09_01505,reverse,Curved DNA-binding protein,K05516,"O: Post-translational modification, protein turnover, chaperone functions ",,APY09_RS01490,GI:983397308,WP_060565849.1,molecular chaperone DnaJ,,GI:960431165,KSW13066.1,molecular chaperone DnaJ,,XH001_00304,Curved DNA-binding protein,cbpA,,fig|1660.4.peg.309,Chaperone protein DnaJ,,"Stress Response, Defense, Virulence/ Protein Processing",SEED:fig|1660.5.peg.292,Chaperone protein DnaJ,,DnaJ domain protein,dnaJ,,"K03686,K05516",,,,,"O: Post-translational modification, protein turnover, chaperone functions ",,A0A0V8RYP2,Molecular chaperone DnaJ,,,GO:0006457; GO:0051082,unfolded protein binding [GO:0051082]; protein folding [GO:0006457],,,APY09_01505,,APY09_01505,0.870114554,0.228780607,unchanged
APY09_01510,-2.34,8.83E-03,decreased,0.73,3.35E-01,no,0.04,9.97E-01,no,0.78,3.04E-01,no,0.31,8.89E-01,no,1.04,1.66E-01,no,APY09_01510,reverse,nucleotide exchange factor GrpE,"K02652,K03687","O: Post-translational modification, protein turnover, chaperone functions ",,APY09_RS01495,GI:494864245,WP_007590345.1,nucleotide exchange factor GrpE,,GI:960431166,KSW13067.1,molecular chaperone GrpE,,XH001_00305,heat shock protein GrpE,,,fig|1660.4.peg.310,Heat shock protein GrpE,,"Stress Response, Defense, Virulence/ Protein Processing",SEED:fig|1660.5.peg.293,Heat shock protein GrpE,,"Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ",grpE,,"K02652,K03687",,,,,"O: Post-translational modification, protein turnover, chaperone functions ","GO:0000166,GO:0000774,GO:0001871,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006950,GO:0007154,GO:0008150,GO:0009266,GO:0009267,GO:0009408,GO:0009605,GO:0009628,GO:0009986,GO:0009987,GO:0009991,GO:0016043,GO:0017076,GO:0019904,GO:0022607,GO:0030234,GO:0030246,GO:0030247,GO:0030312,GO:0030554,GO:0031667,GO:0031668,GO:0031669,GO:0032991,GO:0033554,GO:0036094,GO:0040007,GO:0042594,GO:0042802,GO:0042803,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0046983,GO:0050790,GO:0050896,GO:0051082,GO:0051716,GO:0060589,GO:0060590,GO:0065003,GO:0065007,GO:0065009,GO:0071496,GO:0071840,GO:0071944,GO:0097159,GO:0098772,GO:1901265,GO:1901363,GO:2001065",A0A0V8RYD2,Protein GrpE (HSP-70 cofactor),grpE,,GO:0000774; GO:0005737; GO:0006457; GO:0042803; GO:0051087,cytoplasm [GO:0005737]; adenyl-nucleotide exchange factor activity [GO:0000774]; chaperone binding [GO:0051087]; protein homodimerization activity [GO:0042803]; protein folding [GO:0006457],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01151, ECO:0000256|SAAS:SAAS00067044}.",,APY09_01510,,APY09_01510,1.04288522,0.166348199,unchanged
APY09_01515,-2.06,1.51E-02,decreased,0.94,2.27E-01,no,0.08,9.97E-01,no,1.01,1.85E-01,no,0.40,8.40E-01,no,1.34,8.30E-02,no,APY09_01515,reverse,molecular chaperone DnaK,K04043,"O: Post-translational modification, protein turnover, chaperone functions ",,APY09_RS01500,GI:494864241,WP_007590341.1,molecular chaperone DnaK,,GI:960431167,KSW13068.1,Fe-S protein assembly chaperone HscA,,XH001_00306,Chaperone protein DnaK,dnaK_1,,fig|1660.4.peg.311,Chaperone protein DnaK,,"Stress Response, Defense, Virulence/ Protein Processing",SEED:fig|1660.5.peg.294,Chaperone protein DnaK,,Heat shock 70 kDa protein,dnaK,,K04043,"ko03018,ko04212,ko05152,",,,,"O: Post-translational modification, protein turnover, chaperone functions ","GO:0000302,GO:0000303,GO:0000305,GO:0001968,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009266,GO:0009408,GO:0009628,GO:0009893,GO:0009987,GO:0010035,GO:0010038,GO:0010468,GO:0010604,GO:0010628,GO:0010755,GO:0010756,GO:0010954,GO:0016020,GO:0016310,GO:0019222,GO:0019538,GO:0019899,GO:0030112,GO:0030162,GO:0030312,GO:0030313,GO:0031323,GO:0031325,GO:0031975,GO:0031982,GO:0032268,GO:0032270,GO:0033554,GO:0034599,GO:0034614,GO:0035375,GO:0036211,GO:0040007,GO:0042221,GO:0042603,GO:0043170,GO:0043226,GO:0043227,GO:0043230,GO:0043388,GO:0043412,GO:0044044,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044403,GO:0044419,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0045862,GO:0046677,GO:0046688,GO:0046777,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051098,GO:0051099,GO:0051101,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051701,GO:0051704,GO:0051716,GO:0060255,GO:0065007,GO:0065009,GO:0070613,GO:0070887,GO:0071450,GO:0071451,GO:0071704,GO:0071944,GO:0080090,GO:0097691,GO:1901564,GO:1901700,GO:1901701,GO:1903317,GO:1903319,GO:1903561,GO:2000677,GO:2000679",A0A0V8RYB4,Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70),dnaK,,GO:0005524; GO:0006457; GO:0051082,ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457],,,APY09_01515,,APY09_01515,1.338827082,0.082980241,unchanged
APY09_01520,0.40,2.41E-02,no,0.30,8.67E-02,no,0.11,9.97E-01,no,0.41,1.94E-02,no,-0.01,9.92E-01,no,0.29,9.36E-02,no,APY09_01520,forward,alpha-L-fucosidase,K01206,G: Carbohydrate metabolism and transport ,,APY09_RS01505,GI:983397309,WP_060565850.1,alpha-L-fucosidase,,GI:960431168,KSW13069.1,alpha-L-fucosidase,,XH001_00307,Alpha-L-fucosidase,,,fig|1660.4.peg.312,,,,SEED:fig|1660.5.peg.295,alpha-L-fucosidase family protein,,Alpha-L-fucosidase,,3.2.1.51,K01206,"ko00511,",,,,G: Carbohydrate metabolism and transport ,,A0A0V8RYD8,Alpha-L-fucosidase,,,GO:0004560; GO:0005975; GO:0016021,integral component of membrane [GO:0016021]; alpha-L-fucosidase activity [GO:0004560]; carbohydrate metabolic process [GO:0005975],,"TRANSMEM 764..782;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_01520,,APY09_01520,0.290584439,0.093589951,unchanged
APY09_01525,0.08,7.82E-01,no,0.32,2.16E-01,no,0.07,9.97E-01,no,0.40,1.29E-01,no,-0.12,8.45E-01,no,0.20,4.76E-01,no,APY09_01525,forward,SAM-dependent methyltransferase,"K03212,K03215",J: Translation ,,APY09_RS01510,GI:983397310,WP_060565851.1,SAM-dependent methyltransferase,,GI:960431169,KSW13070.1,SAM-dependent methyltransferase,,XH001_00308,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC,rlmC,2.1.1.189,fig|1660.4.peg.313,,,,SEED:fig|1660.5.peg.296,23S rRNA (Uracil-5-) -methyltransferase rumB (EC 2.1.1.-),,Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family,rumB,"2.1.1.189,2.1.1.190","K03212,K03215",,,,,J: Translation ,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016436,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",A0A0V8RYG2,SAM-dependent methyltransferase,,,GO:0006396; GO:0008173,RNA methyltransferase activity [GO:0008173]; RNA processing [GO:0006396],,,APY09_01525,,APY09_01525,0.199656412,0.476284649,unchanged
APY09_01530,1.04,4.97E-07,increased,0.89,3.10E-06,increased,-0.12,9.97E-01,no,0.77,1.96E-05,recovery,-0.26,3.19E-01,no,0.63,2.15E-04,recovery,APY09_01530,forward,N-acetyltransferase,K03823,K: Transcription ,,APY09_RS01515,GI:983397311,WP_060565852.1,N-acetyltransferase,,GI:960431170,KSW13071.1,GNAT family acetyltransferase,,XH001_00309,Mycothiol acetyltransferase,mshD_1,2.3.1.189,fig|1660.4.peg.314,,,,SEED:fig|1660.5.peg.297,"Streptothricin acetyltransferase, Streptomyces lavendulae type",,(GNAT) family,,2.3.1.183,K03823,"ko00440,ko01130,",,"R08871,R08938","RC00004,RC00064",K: Transcription ,,A0A0V8RYC2,GNAT family acetyltransferase,,,GO:0008080,N-acetyltransferase activity [GO:0008080],,,APY09_01530,,APY09_01530,0.632791695,0.000215134,up
APY09_01535,-0.34,1.57E-01,no,0.39,1.13E-01,no,-0.11,9.97E-01,no,0.28,2.67E-01,no,-0.20,6.84E-01,no,0.20,4.70E-01,no,APY09_01535,reverse,"2,5-diketo-D-gluconic acid reductase",,S: Function Unknown ,,APY09_RS01520,GI:983397312,WP_060565853.1,"2,5-diketo-D-gluconic acid reductase",,GI:960431171,KSW13072.1,"2,5-diketo-D-gluconic acid reductase",,XH001_00311,"2,5-diketo-D-gluconic acid reductase B",dkgB,1.1.1.274,fig|1660.4.peg.316,,,,SEED:fig|1660.5.peg.298,"oxidoreductase of aldo/keto reductase family, subgroup 1",,reductase,dkgB,,,,,,,S: Function Unknown ,,A0A0V8RYD3,"2,5-diketo-D-gluconic acid reductase",,,GO:0016491,oxidoreductase activity [GO:0016491],,,APY09_01535,,APY09_01535,0.195718877,0.470293107,unchanged
APY09_01540,-0.47,7.87E-03,no,-0.55,2.30E-03,initial,-0.11,9.97E-01,no,-0.66,3.39E-04,initial,-0.23,4.37E-01,no,-0.78,6.42E-05,initial,APY09_01540,forward,M18 family aminopeptidase,K01267,E: Amino Acid metabolism and transport ,,APY09_RS01525,GI:983397313,WP_060565854.1,M18 family aminopeptidase,,GI:960431172,KSW13073.1,aminopeptidase,,XH001_00312,putative M18 family aminopeptidase 2,apeB,3.4.11.-,fig|1660.4.peg.317,,,,SEED:fig|1660.5.peg.299,aspartyl aminopeptidase,,M18 family aminopeptidase,apeB,3.4.11.21,K01267,,,,,E: Amino Acid metabolism and transport ,"GO:0003674,GO:0003824,GO:0004177,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006508,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008235,GO:0008237,GO:0008238,GO:0008270,GO:0009987,GO:0016020,GO:0016787,GO:0019538,GO:0034641,GO:0043167,GO:0043169,GO:0043170,GO:0043603,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0070006,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564",A0A0V8RYF4,M18 family aminopeptidase (EC 3.4.11.-),,3.4.11.-,GO:0004177; GO:0008237; GO:0008270,aminopeptidase activity [GO:0004177]; metallopeptidase activity [GO:0008237]; zinc ion binding [GO:0008270],,,APY09_01540,,APY09_01540,-0.7762316,6.41516E-05,down
APY09_01545,0.79,1.55E-03,increased,1.90,2.46E-08,increased,0.14,9.97E-01,no,2.04,6.16E-09,recovery,0.01,9.92E-01,no,1.92,1.71E-08,recovery,APY09_01545,reverse,"peroxiredoxin, Ohr family",K04063,"O: Post-translational modification, protein turnover, chaperone functions ",,APY09_RS01530,GI:494861899,WP_007587999.1,"peroxiredoxin, Ohr family",,GI:960431173,KSW13074.1,Ohr subfamily peroxiredoxin,,XH001_00313,Organic hydroperoxide resistance protein OhrB,ohrB,,fig|1660.4.peg.318,,,,SEED:fig|1660.5.peg.300,Organic hydroperoxide resistance protein,,OsmC-like protein,ohr,,K04063,,,,,"O: Post-translational modification, protein turnover, chaperone functions ",,A0A0V8RYQ5,Ohr subfamily peroxiredoxin,,,GO:0006979,response to oxidative stress [GO:0006979],,,APY09_01545,,APY09_01545,1.918230305,1.71E-08,up
APY09_01550,0.44,1.16E-04,no,0.37,7.10E-04,no,-0.10,9.97E-01,no,0.26,1.13E-02,no,-0.27,8.19E-02,no,0.10,3.48E-01,no,APY09_01550,reverse,ADP-ribose pyrophosphatase,K03574,F: Nucleotide metabolism and transport ,,APY09_RS01535,GI:983397314,WP_060565855.1,ADP-ribose pyrophosphatase,,GI:960431174,KSW13075.1,ADP-ribose pyrophosphatase,,XH001_00314,NADH pyrophosphatase,nudC_1,3.6.1.22,fig|1660.4.peg.319,,,,SEED:fig|1660.5.peg.301,conserved protein (putative ADP-ribose pyrophosphatase),,NUDIX domain,,3.6.1.55,K03574,,,,,F: Nucleotide metabolism and transport ,,A0A0V8RYG7,ADP-ribose pyrophosphatase,,,GO:0016787,hydrolase activity [GO:0016787],,,APY09_01550,,APY09_01550,0.099173421,0.347907912,unchanged
